Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 09:30:00-04:00,275.2149963378906,227.69000244140625,337.95001220703125,540.780029296875,71.68000030517578,275.42999267578125,228.07000732421875,340.9100036621094,543.8599853515625,71.94999694824219,274.2099914550781,227.0,336.3699951171875,540.4000244140625,71.54000091552734,275.0,227.38999938964844,340.3599853515625,542.989990234375,71.5999984741211,2825462,2721607,933974,593710,1320127
2026-06-26 09:31:00-04:00,277.2250061035156,227.39999389648438,337.6700134277344,542.9500122070312,72.36000061035156,277.510009765625,227.75,338.05999755859375,543.6749877929688,72.44000244140625,275.1700134277344,226.97000122070312,336.5950012207031,540.5700073242188,71.69499969482422,275.2149963378906,227.6649932861328,337.94500732421875,540.7849731445312,71.7300033569336,560589,488480,169540,116515,477407
2026-06-26 09:32:00-04:00,276.7699890136719,226.22000122070312,336.489990234375,542.780029296875,72.77999877929688,278.0,227.5,337.7699890136719,543.4000244140625,72.77999877929688,276.69000244140625,226.125,336.20001220703125,542.3599853515625,72.27439880371094,277.2250061035156,227.47900390625,337.5199890136719,542.9099731445312,72.37999725341797,459039,385239,155819,61497,319380
2026-06-26 09:33:00-04:00,276.2149963378906,227.4199981689453,336.3699951171875,543.530029296875,72.7688980102539,276.7799987792969,227.4199981689453,336.8399963378906,544.4600219726562,72.9000015258789,275.9700927734375,226.17999267578125,335.92999267578125,542.5499877929688,72.6803970336914,276.7799987792969,226.22000122070312,336.42999267578125,542.9099731445312,72.77999877929688,304924,293288,122146,80611,325462
2026-06-26 09:34:00-04:00,276.92999267578125,227.33999633789062,336.70001220703125,544.3900146484375,72.79000091552734,276.9898986816406,227.5,336.92999267578125,545.4000244140625,72.88009643554688,275.7699890136719,226.9075927734375,336.0,543.469970703125,72.73999786376953,276.2149963378906,227.25999450683594,336.3599853515625,543.5,72.7738037109375,306804,314064,79091,109509,205043
2026-06-26 09:35:00-04:00,276.7099914550781,228.01499938964844,337.69500732421875,544.2000122070312,72.92669677734375,277.0,228.47000122070312,337.739990234375,545.6599731445312,73.03579711914062,276.5000915527344,227.33999633789062,336.45001220703125,543.9400024414062,72.77010345458984,276.94000244140625,227.3800048828125,336.70001220703125,544.385009765625,72.77999877929688,204857,423523,182966,82059,364187
2026-06-26 09:36:00-04:00,276.989990234375,228.13999938964844,337.44500732421875,542.3699951171875,73.16999816894531,277.0,228.22999572753906,337.8996887207031,545.0,73.19999694824219,276.1499938964844,227.58999633789062,337.0,542.030029296875,72.82129669189453,276.7099914550781,228.01499938964844,337.69000244140625,544.5599975585938,72.91510009765625,367967,256833,91066,67067,327160
2026-06-26 09:37:00-04:00,277.4200134277344,228.02999877929688,337.3900146484375,542.0900268554688,73.18499755859375,277.4599914550781,228.19000244140625,337.8949890136719,542.8800048828125,73.2699966430664,276.80999755859375,227.72000122070312,337.1499938964844,541.2000122070312,73.04010009765625,276.989990234375,228.1199951171875,337.4200134277344,542.4500122070312,73.16999816894531,308004,223371,66073,37771,325455
