Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13 13:30:00+00:00,259.70599365234375,237.7904052734375,315.24200439453125,628.280029296875,102.80000305175781,260.17999267578125,238.10000610351562,316.42999267578125,630.3300170898438,103.12999725341797,259.4700012207031,237.0800018310547,315.0299987792969,628.0,102.48999786376953,259.8599853515625,237.27000427246094,315.4800109863281,629.5,103.03199768066406,965270,2431594,522829,422025,1631884
2026-04-13 13:31:00+00:00,259.32501220703125,237.7550048828125,314.69000244140625,628.6298828125,103.2249984741211,259.7300109863281,237.82000732421875,315.4200134277344,629.260009765625,103.26000213623047,258.7099914550781,237.22000122070312,314.3299865722656,627.6400146484375,102.80000305175781,259.67999267578125,237.77999877929688,315.4200134277344,628.3800048828125,102.82499694824219,223263,518825,59125,71940,137263
2026-04-13 13:32:00+00:00,258.17498779296875,237.3125,314.3900146484375,627.8499755859375,102.83000183105469,259.3599853515625,237.8800048828125,314.8399963378906,629.2999877929688,103.23999786376953,258.1017150878906,237.10000610351562,314.3699951171875,627.6300048828125,102.70999908447266,259.2099914550781,237.77000427246094,314.614990234375,628.6400146484375,103.2300033569336,171496,350927,58331,83013,187950
2026-04-13 13:33:00+00:00,258.8900146484375,237.85000610351562,314.3840026855469,628.2100219726562,103.12999725341797,258.8900146484375,237.85000610351562,314.6099853515625,628.9600219726562,103.1500015258789,258.0,237.25999450683594,313.8611145019531,627.6099853515625,102.79000091552734,258.19500732421875,237.33999633789062,314.30999755859375,627.905029296875,102.83000183105469,145526,282567,61235,55421,93743
2026-04-13 13:34:00+00:00,258.6000061035156,237.9600067138672,314.3699951171875,628.3800048828125,103.00499725341797,258.92999267578125,238.1999969482422,314.6600036621094,628.4500122070312,103.13999938964844,258.418212890625,237.41000366210938,314.1600036621094,627.510009765625,102.97010040283203,258.9194030761719,237.7899932861328,314.44000244140625,628.2550048828125,103.12999725341797,95155,285066,62169,35219,78710
2026-04-13 13:35:00+00:00,258.0989990234375,237.3000030517578,314.42999267578125,627.9650268554688,102.68000030517578,258.57000732421875,237.92999267578125,314.54998779296875,628.7000122070312,103.01499938964844,258.07000732421875,237.2899932861328,314.20001220703125,627.6799926757812,102.5999984741211,258.57000732421875,237.9199981689453,314.3699951171875,628.489990234375,103.01139831542969,118618,203890,31099,66481,137481
2026-04-13 13:36:00+00:00,257.8109130859375,237.57000732421875,314.0899963378906,627.6801147460938,102.72000122070312,258.1300048828125,237.77000427246094,314.54998779296875,628.1199951171875,102.8499984741211,257.79541015625,237.22999572753906,313.6900939941406,627.2000122070312,102.5199966430664,258.0690002441406,237.27999877929688,314.5,628.0399780273438,102.68000030517578,160659,190653,60530,51734,173423
2026-04-13 13:37:00+00:00,257.7950134277344,237.5800018310547,314.32000732421875,627.5800170898438,102.5250015258789,257.8399963378906,237.66000366210938,314.4798889160156,628.4099731445312,102.72000122070312,257.5249938964844,237.4499969482422,314.05999755859375,627.4739990234375,102.51000213623047,257.81500244140625,237.5399932861328,314.0950012207031,627.4739990234375,102.70999908447266,167111,128326,50289,25584,78270
