Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24 14:30:00+00:00,273.1700134277344,223.85000610351562,310.3699951171875,598.4801025390625,104.75499725341797,273.6698913574219,223.85000610351562,310.9200134277344,600.9400024414062,104.87000274658203,270.8999938964844,222.2899932861328,309.40008544921875,598.280029296875,104.16000366210938,270.8999938964844,222.5800018310547,310.7850036621094,598.719970703125,104.25,2295845,1565786,2265539,1066048,1431142
2025-11-24 14:31:00+00:00,273.98480224609375,224.02499389648438,311.8240051269531,600.114990234375,104.7300033569336,274.2590026855469,224.35000610351562,312.34991455078125,600.114990234375,104.87000274658203,273.1700134277344,223.7100067138672,310.43109130859375,597.630126953125,104.5199966430664,273.2099914550781,223.8000030517578,310.5,598.6799926757812,104.75499725341797,261737,261925,367119,66542,150686
2025-11-24 14:32:00+00:00,274.6050109863281,224.27999877929688,313.1199951171875,600.2999267578125,104.94499969482422,274.82000732421875,224.6300048828125,313.54998779296875,600.6298828125,105.12999725341797,273.9599914550781,224.02999877929688,311.82000732421875,599.1400146484375,104.70999908447266,273.9949951171875,224.0399932861328,311.92999267578125,600.0599975585938,104.73500061035156,198840,159203,306576,52252,243953
2025-11-24 14:33:00+00:00,275.05999755859375,224.60350036621094,314.1300048828125,601.0050048828125,105.09349822998047,275.135009765625,224.64999389648438,314.2449951171875,601.139892578125,105.10990142822266,274.5580139160156,224.0500030517578,312.32000732421875,599.48681640625,104.76499938964844,274.6600036621094,224.30999755859375,313.1199951171875,600.03857421875,104.94000244140625,341474,167451,225842,70727,130199
2025-11-24 14:34:00+00:00,275.04998779296875,225.00999450683594,314.7799987792969,601.6500244140625,104.81089782714844,275.4150085449219,225.19949340820312,314.8590087890625,602.0,105.09989929199219,274.76251220703125,224.5500030517578,313.3999938964844,600.4000244140625,104.70999908447266,275.0199890136719,224.6199951171875,314.0249938964844,601.0050048828125,105.08999633789062,212797,278903,270109,61295,125070
2025-11-24 14:35:00+00:00,275.3251037597656,225.11000061035156,314.8399963378906,599.4600219726562,104.93399810791016,275.8699951171875,225.33790588378906,315.59991455078125,601.9600219726562,105.0,275.0473937988281,224.77000427246094,314.7401123046875,599.2000122070312,104.72000122070312,275.05999755859375,225.0399932861328,314.8699951171875,601.6500244140625,104.82499694824219,220843,229015,307499,64323,89459
2025-11-24 14:36:00+00:00,275.5,225.44659423828125,315.6098937988281,600.02001953125,104.73999786376953,275.9200134277344,225.63999938964844,315.8900146484375,600.219970703125,104.94000244140625,275.0000915527344,224.92999267578125,314.6099853515625,598.0900268554688,104.70999908447266,275.3399963378906,225.10499572753906,314.8699951171875,599.4600219726562,104.94000244140625,162052,143978,177779,63472,72341
2025-11-24 14:37:00+00:00,275.06878662109375,225.1300048828125,315.0899963378906,600.47998046875,104.69000244140625,275.60699462890625,225.63999938964844,316.239990234375,600.7000122070312,104.8947982788086,274.79998779296875,224.94000244140625,315.0299987792969,599.2498779296875,104.6500015258789,275.5000915527344,225.47000122070312,315.5199890136719,600.010009765625,104.73500061035156,146607,219305,213491,64431,76390
